Column 1,item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
,GP-S5-3,Which condition is most commonly associated with protein-energy malnutrition in children?,Tuberculosis,"Incorrect – TB is an infection, not a nutritional disorder.",Kwashiorkor,Correct – classic manifestation of protein deficiency.,Diabetes,Incorrect – not caused by malnutrition in children.,Asthma,"Incorrect – respiratory, not nutritional.",B,"Kwashiorkor results from inadequate protein intake, seen in weaning children in resource-poor settings.",,PEDS – Nutrition,Paediatrics: Nutritionition,Easy,,GP-F-I3,GP-F-T5
,GP-S5-4,What is the appropriate action when a patient refuses treatment?,Administer treatment forcefully,Incorrect – violates autonomy.,Call security,Incorrect – coercion is not ethical.,Respect the decision and document the refusal,Correct – respects autonomy and ensures legal safety.,Ignore the refusal,Incorrect – non-response risks harm.,C,Autonomy requires respecting informed refusal while ensuring documentation.,,FUND – Ethics,Fundamentals: Ethicsics,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-5,What is the main purpose of a nursing care plan?,Guide individualized patient care,"Correct – care plans ensure structured, tailored interventions.",Replace medical diagnosis,Incorrect – nurses do not replace physician diagnoses.,Record staff activities,"Incorrect – purpose is patient-centered, not staff-centered.",Prescribe medications,Incorrect – outside nursing scope.,A,"Care plans help deliver personalized, goal-directed care.",,FUND – Nursing Process,Fundamentals: Nursing Process,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-6,The term “dysuria” refers to:,Excessive urination,Incorrect – called polyuria.,Inability to urinate,Incorrect – called urinary retention.,Painful urination,Correct – hallmark of dysuria.,Frequent urination,Incorrect – called frequency.,C,"Dysuria = painful urination, common in UTI.",,MED – Renal System,Medicine: Renal System,Easy,,GP-F-I3,GP-F-T5
,GP-S5-7,Which of the following is a function of the liver?,Oxygen exchange,Incorrect – occurs in lungs.,Insulin production,Incorrect – pancreas produces insulin.,Urine formation,Incorrect – kidney function.,Detoxification of harmful substances,Correct – liver metabolizes toxins.,D,"Liver detoxifies, stores glycogen, produces bile, and synthesizes proteins.",,MED – A&P,Medicine: A&P,Easy,,GP-F-I3,GP-F-T5
,GP-S5-8,"When a nurse is preparing a sterile field, she should:",Avoid touching sterile items with bare hands,Correct – only sterile gloves or instruments can touch sterile items.,Wear a cloth apron,Incorrect – aprons don’t ensure sterility.,Use tap water only,Incorrect – sterile water or antiseptic prep is required.,Prepare it beside an open window,Incorrect – air currents risk contamination.,A,Strict sterile technique prevents cross-contamination.,,FUND – Infection Control,Fundamentals: Infection Control,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-9,A 6-month-old baby with delayed neck control may have:,Developmental delay,Correct – neck control should develop by 3–4 months.,Dental caries,Incorrect – unrelated.,Autism,Incorrect – too early; autism signs appear later.,Allergies,Incorrect – unrelated to motor milestones.,A,Neck control delay signals possible developmental issues needing evaluation.,,PEDS – Development,Paediatrics: Development,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-10,The nurse observes a patient crying during wound dressing. The most appropriate response is:,"“Be quiet, it’s almost done.”",Incorrect – dismissive and non-empathetic.,“I understand this is painful; I’ll be as gentle as possible.”,Correct – empathetic and therapeutic.,“You should be used to this by now.”,Incorrect – invalidates feelings.,"“This won’t take long, don’t worry.”",Incorrect – minimizes pain.,B,Empathy and acknowledgment build trust and patient cooperation.,,FUND – Communication,Fundamentals: Communication,Easy,,GP-F-I3,GP-F-T5
,GP-S5-11,Which part of the brain controls breathing and heart rate?,Medulla oblongata,Correct – regulates vital autonomic functions.,Cerebellum,Incorrect – coordinates movement.,Frontal lobe,Incorrect – higher cognitive functions.,Hypothalamus,"Incorrect – regulates endocrine and autonomic functions, but not primary breathing rhythm.",A,The medulla controls respiration and cardiovascular centers.,,FUND – A&P,Fundamentals: A&P,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-12,A common side effect of iron supplements is:,Diarrhea,"Incorrect – rare, not typical.",Constipation and dark stool,Correct – classic side effects.,Rash,Incorrect – allergy is less common.,Hypoglycemia,Incorrect – unrelated.,B,Iron slows GI motility and causes darkened stools.,,MED – Pharmacology,Medicine: Pharmacology,Easy,,GP-F-I3,GP-F-T5
,GP-S5-13,What is the first action when you see a patient having a seizure?,Hold their arms,Incorrect – can cause injury.,Clear the area to prevent injury,Correct – safety is first priority.,Place a spoon in the mouth,Incorrect – risks oral trauma.,Restrain the legs,Incorrect – can worsen injury.,B,Safety by removing hazards is the first step; airway and monitoring follow.,,FUND – Emergency Nursing,Fundamentals: Emergency Nursing,Hard,,GP-F-I3,GP-F-T5
,GP-S5-14,Which sign suggests dehydration in an elderly patient?,Sweating,Incorrect – occurs in fever or hyperthyroidism.,High fever,"Incorrect – nonspecific, not reliable for dehydration.",Dry mucous membranes and poor skin turgor,Correct – classic signs of dehydration.,Bradycardia,Incorrect – not directly linked.,C,"Dehydration manifests as mucosal dryness, poor skin elasticity, confusion.",,MED – Fluid Balance,Medicine: Fluid Balance,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-15,What does the acronym HIV stand for?,Human Immunodeficiency Virus,Correct – the virus that weakens the immune system.,Human Inflammatory Virus,Incorrect – distractor.,Human Infection Virus,Incorrect – distractor.,Hepatic Immuno Virus,Incorrect – distractor.,A,"HIV causes immune suppression, predisposing to opportunistic infections.",,MED – Communicable Diseases,Medicine: Communicable Diseases,Easy,,GP-F-I3,GP-F-T5
,GP-S5-16,A nurse is assisting a patient with a central line dressing change. Which action compromises the sterile field?,Wearing a mask before starting,Incorrect – correct and protective.,Reaching across the sterile field to pick up scissors,Correct – movement across contaminates field.,Asking the patient to lie still,Incorrect – appropriate instruction.,Cleaning the area with sterile swabs,Incorrect – maintains sterility.,B,Reaching over sterile areas contaminates; always work from the sides.,,FUND – Asepsis,Fundamentals: Asepsis,Hard,,GP-F-I3,GP-F-T5
,GP-S5-17,A mother reports her 3-year-old child often plays alone and has limited eye contact. What is most appropriate for evaluation?,Attention-deficit disorder,Incorrect – presents as hyperactivity/inattention.,Autism spectrum disorder,Correct – social/communication deficits are key features.,Separation anxiety,Incorrect – different presentation.,Typical development,Incorrect – limited eye contact is abnormal.,B,Autism presents with poor social interaction and repetitive behaviors in toddlers.,,PEDS – Development,Paediatrics: Development,Hard,,GP-F-I3,GP-F-T5
,GP-S5-18,Which of the following best reflects cultural competence in nursing care?,Asking all patients to follow hospital diet plan,Incorrect – ignores individual beliefs.,Assessing patient’s beliefs about illness and healing,Correct – cultural assessment is first step.,Avoiding religious discussions,Incorrect – avoidance ignores patient needs.,Applying same care plan to all,Incorrect – disregards cultural diversity.,B,Cultural competence begins with assessing and respecting patient beliefs.,,FUND – Cultural Care,Fundamentals: Cultural Care,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-19,A nurse is caring for a patient newly diagnosed with tuberculosis. Which precaution is required?,Airborne precautions with N95 mask,Correct – TB is airborne.,Standard precautions only,Incorrect – not sufficient.,Droplet precautions,Incorrect – droplets differ from airborne.,Isolation without PPE,Incorrect – unsafe.,A,TB spreads by aerosols; requires airborne isolation with N95 and negative-pressure room.,,MED – Communicable Disease,Medicine: Communicable Disease,Hard,,GP-F-I3,GP-F-T5
,GP-S5-20,"A postpartum client has severe perineal pain, firm uterus, minimal bleeding, and bluish swelling near perineum. Likely complication?",Uterine atony,Incorrect – causes heavy bleeding with boggy uterus.,Vaginal hematoma,Correct – firm uterus but concealed bleeding with pain/swelling.,Retained placenta,"Incorrect – causes heavy bleeding, not hematoma.",Bladder distension,Incorrect – affects uterine involution but not cause of swelling.,B,"Vaginal hematoma presents with pain, swelling, and concealed bleeding despite firm uterus.",,MID – Obstetric Emergencies,Midwifery: Obstetric Emergencies,Hard,,GP-F-I3,GP-F-T5
,GP-S5-21,A client receiving digoxin has a pulse of 54 bpm. What is the nurse’s best action?,Give the medication with food,Incorrect – food reduces GI upset but does not address bradycardia.,Hold the dose and notify the physician,Correct – digoxin is held if HR <60 bpm; provider must be informed.,Repeat the pulse manually,Incorrect – confirming is useful but holding is the safest action at 54 bpm.,,,B,Digoxin toxicity can cause bradycardia; safe practice is to hold and report HR <60 bpm.,,Cardiovascular Pharmacology,Cardiovascular Pharmacology,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-22,A nurse notices a colleague leaves meds at the bedside without confirming ingestion. What is the best initial step?,Report immediately to the NMC,Incorrect – escalation without first addressing colleague directly is premature.,Approach the colleague privately and express concern,Correct – professional accountability begins with direct communication unless harm is imminent.,Ignore the situation,Incorrect – ignoring endangers patients.,,,B,Safe medication practice requires direct observation of ingestion; professional duty is to intervene constructively.,,Ethics & Professional Conduct,Ethicsics & Professional Conduct,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-23,"During IV infusion, a patient suddenly complains of chest tightness, SOB, and anxiety. What should the nurse do first?",Stop the infusion and elevate the head of bed,Correct – these signs suggest overload or embolism; stop infusion immediately and support breathing.,Administer analgesics,Incorrect – pain relief does not address the cause.,Check the infusion rate,Incorrect – assessment is secondary to stopping infusion when acute distress occurs.,,,A,Acute infusion reactions are life-threatening; priority is to stop infusion and maintain airway/oxygenation.,,IV Therapy & Complications,IV Therapy & Complications,Hard,,GP-F-I3,GP-F-T5
,GP-S5-24,Which lab result is most concerning in a patient on warfarin?,"Platelets: 180,000",Incorrect – normal range.,INR: 5.2,Correct – high INR indicates dangerous bleeding risk.,"WBC: 9,000",Incorrect – normal range.,,,B,Therapeutic INR for warfarin is 2–3; values >5 predispose to hemorrhage.,,Anticoagulation & Lab Interpretation,Anticoagulation & Lab Interpretation,Hard,,GP-F-I3,GP-F-T5
,GP-S5-25,A community nurse visits a home with unsafe sanitation and standing water. What is the most appropriate first action?,Educate the family on safe hygiene and water disposal,Correct – empowers family to address root cause.,Call public health authorities immediately,Incorrect – escalation may follow but not first-line.,Provide gloves and masks,Incorrect – PPE protects individuals but does not solve sanitation issue.,,,A,Community health nursing emphasizes education and empowerment before enforcement.,,Environmental Health & Community Nursing,Environmental Health & Community Nursing,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-26,What type of isolation is required for a patient with active chickenpox?,Contact only,Incorrect – chickenpox is not limited to contact; airborne spread occurs.,Droplet only,Incorrect – droplets are insufficient; virus stays airborne.,Airborne and contact,Correct – both required to control highly contagious varicella.,,,C,Varicella spreads through airborne particles and direct contact with lesions; strict dual precautions are essential.,,Infection Control – Isolation Protocols,Infection Control: Isolation Protocols,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-27,Which patient behavior best indicates effective health education?,Nodding during the session,Incorrect – passive behavior doesn’t confirm understanding.,Asking no questions,Incorrect – silence may reflect lack of comprehension.,Demonstrating correct use of an inhaler,Correct – psychomotor demonstration confirms learning.,,,C,"Skills demonstration is the strongest evidence of effective teaching, unlike passive cues.",,Patient Education & Health Literacy,Patient Education & Health Literacy,Easy,,GP-F-I3,GP-F-T5
,GP-S5-28,A nurse finds a patient lying on the floor. What should be done first?,Assess the patient’s level of consciousness and airway,Correct – ABCs always first priority.,Call the relatives,Incorrect – family notification comes later.,Record the incident,Incorrect – documentation follows after safety is assured.,,,A,Initial assessment ensures patient safety before secondary actions.,,Emergency Response & Safety,Emergency Response & Safety,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-29,Which of these is a legal responsibility of the nurse during patient admission?,Diagnosing the patient’s illness,Incorrect – diagnosis is a medical responsibility.,Explaining the patient’s rights and responsibilities,Correct – nurses must inform patients of rights and policies.,Prescribing diagnostic tests,Incorrect – nurses don’t prescribe tests.,,,B,Nurses are legally accountable for ensuring patients are informed of their rights during admission.,,Legal Issues in Nursing Practice,Legal Issues in Nursing Practice,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-30,The most effective way to prevent medication errors is:,Having two nurses administer all drugs,Incorrect – useful in high-risk meds but not universally practical.,Following the “10 Rights” of medication administration,Correct – complete framework for safe practice.,Asking the doctor to double-check,Incorrect – safety rests with the nurse at point of administration.,,,B,"The “10 Rights” (patient, drug, dose, route, time, education, assessment, evaluation, documentation, right to refuse) guide safe administration.",,Pharmacology & Medication Safety,Pharmacology & Medicineication Safety,Hard,,GP-F-I3,GP-F-T5
,GP-S5-31,A nurse caring for a Parkinson’s patient observes frequent choking during meals. What is the most appropriate action?,Encourage fast swallowing,Incorrect – increases aspiration risk.,Refer to a speech and swallowing therapist,Correct – specialist evaluation ensures safety and training.,Offer large portions to reduce meal time,Incorrect – large boluses worsen dysphagia.,,,B,Dysphagia in Parkinson’s requires multidisciplinary management; referrals ensure individualized care.,,Neurological Nursing – Dysphagia,Neurological Nursing: Dysphagia,Hard,,GP-F-I3,GP-F-T5
,GP-S5-32,"A 25-year-old presents with severe lower abdominal pain, rebound tenderness, and missed menses. What is the nurse’s most urgent concern?",UTI,Incorrect – does not fit clinical picture.,Appendicitis,Incorrect – possible but missed menses points elsewhere.,Ectopic pregnancy,Correct – classic red flag: pain + amenorrhea.,,,C,Ectopic pregnancy is life-threatening; ruptured ectopic is a surgical emergency.,,Reproductive Health – Emergencies,Reproductive Health: Emergencies,Hard,,GP-F-I3,GP-F-T5
,GP-S5-33,Which dietary advice is appropriate for a patient prescribed furosemide?,Reduce fluid intake,Incorrect – only if restricted by provider.,"Increase potassium-rich foods (e.g., bananas)","Correct – loop diuretics waste K⁺, supplementation is needed.",Avoid green vegetables,Incorrect – unnecessary and harmful.,,,B,Furosemide causes hypokalemia; dietary potassium prevents complications.,,Pharmacology – Diuretics,Pharmacology: Diuretics,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-34,"A client with newly diagnosed diabetes asks, “Can I eat sweet things again?” Best nursing response?","“With portion control, you can enjoy occasional treats.”","Correct – promotes realistic, sustainable care.",“You must avoid all sugars permanently.”,Incorrect – extreme restriction reduces adherence.,“Only artificial sweeteners are allowed.”,Incorrect – unnecessary restriction; balanced moderation is key.,,,A,"Education should empower patients with moderation and flexibility, not rigid bans.",,Diabetes Education,Diabetes Education,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-35,Best nursing action when handling a blood spill on the ward?,Use tissue and water only,Incorrect – ineffective for pathogens.,"Wear gloves, cover with disinfectant, dispose via biohazard protocol",Correct – standard procedure for spill management.,Call housekeeping only,Incorrect – delays immediate containment.,,,B,"PPE and disinfectants (e.g., bleach 10%) prevent pathogen transmission.",,Infection Control – Spill Management,Infection Control: Spill Management,Easy,,GP-F-I3,GP-F-T5
,GP-S5-36,Which strategy is most appropriate for malaria prevention in rural communities?,Mass deworming,"Incorrect – prevents helminths, not malaria.",Blood donation screening,Incorrect – important but not malaria prevention.,Distribute insecticide-treated nets and educate use,Correct – cost-effective prevention method.,,,C,Mosquito nets significantly reduce malaria incidence and mortality.,,Community Health – Disease Prevention,Community Health: Disease Prevention,Easy,,GP-F-I3,GP-F-T5
,GP-S5-37,A COPD patient is on oxygen at 6 L/min by nasal cannula. What is the nurse’s immediate concern?,High oxygen may suppress respiratory drive,Correct – COPD patients rely partly on hypoxic drive.,Oxygen is not needed in COPD,Incorrect – O₂ is often needed but carefully titrated.,The rate is too low,"Incorrect – 6 L/min is high, not low, for COPD.",,,A,Excess O₂ can worsen hypercapnia and lead to CO₂ narcosis in COPD patients.,,Respiratory Nursing – Oxygen Therapy,Respiratory Nursing: Oxygen Therapy,Hard,,GP-F-I3,GP-F-T5
,GP-S5-38,Which is a subjective finding during patient assessment?,Temperature 39°C,"Incorrect – measurable, objective data.",“I feel sharp pain in my stomach.”,Correct – patient’s self-report = subjective.,BP 180/90,"Incorrect – observable, objective data.",,,B,"Subjective data comes directly from patient reports, unlike measurable signs.",,Health Assessment,Health Assessment,Easy,,GP-F-I3,GP-F-T5
,GP-S5-39,A patient begins vomiting during NG feeding. What is the nurse’s best initial action?,Administer antiemetics,Incorrect – does not address possible aspiration risk.,Stop feeding and check tube placement,Correct – safety first; vomiting may mean malposition.,Increase feed rate,Incorrect – worsens problem.,,,B,Vomiting may signal feeding intolerance or tube misplacement; feeding must stop immediately.,,Enteral Feeding & Complications,Enteral Feeding & Complications,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-40,A nurse educates a new mother on newborn jaundice. Which statement shows understanding?,“I’ll give my baby honey water.”,Incorrect – unsafe and not recommended.,“I will expose my baby to early morning sunlight briefly.”,Correct – safe and effective supportive measure.,“My baby must sleep under bright bulbs.”,Incorrect – ineffective and dangerous.,,,B,Early morning sunlight aids bilirubin breakdown; exclusive breastfeeding should continue.,,Neonatal Care – Jaundice,Neonatal Care: Jaundice,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-41,Which ECG finding is most associated with hypokalemia?,Prolonged QT interval,Seen more with hypocalcemia; not classic for hypokalemia.,Presence of U waves,Correct – hallmark of hypokalemia from delayed ventricular repolarization.,Tall T waves,Typical of hyperkalemia.,,,B,"Hypokalemia typically causes U waves, flattened T waves, and ST depression.",,MED,Medicine,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-42,"In research, informed consent means the participant:",Can be deceived to prevent bias,Unethical; violates autonomy and consent.,"Understands the study, risks, and has voluntarily agreed","Correct – requires understanding, voluntariness, and capacity.",Must remain once enrolled,Incorrect – participants may withdraw anytime.,,,B,Informed consent protects participants’ autonomy and safety.,,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-43,Primary indicator of fluid status in heart failure?,Skin turgor,Less sensitive; relates more to dehydration.,Daily weight measurement,Correct – most sensitive; 1 kg ≈ 1 L fluid.,Urine colour,Nonspecific; affected by hydration/meds.,,,B,Daily weights detect fluid retention earlier than exam findings.,,MED,Medicine,Easy,,GP-F-I3,GP-F-T5
,GP-S5-44,A patient undergoing chemotherapy is at highest risk for:,Infection due to neutropenia,Correct – marrow suppression lowers WBCs.,Hypoglycemia,Not a primary chemo risk.,Hypertension,Possible with some drugs but not the main risk.,,,A,Neutropenia greatly increases infection risk during chemo.,,MED,Medicine,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-45,What is the primary benefit of family planning services for a client seeking reproductive health care?,Reducing the incidence of sexually transmitted infections,"While family planning services may include education on sexually transmitted infections (STIs), their primary focus is not STI prevention but rather reproductive planning.",Promoting optimal timing and spacing of pregnancies.,Correct – Family planning services primarily focus on enabling individuals and couples to make informed decisions about the number and timing of their pregnancies.,Stops abortions,Misconception; aim is to prevent unintended pregnancy.,,,B,"Family planning enhances autonomy, improves maternal-child health.",,PHN,Public/community health,Easy,,GP-F-I3,GP-F-T5
,GP-S5-46,Adult CPR compression depth?,1 inch,Too shallow; inadequate perfusion.,At least 2 inches (5 cm),Correct – guideline depth (5–6 cm).,3 inches,Excessive; risk of injury.,,,B,Effective CPR = 5–6 cm depth at 100–120/min.,,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-47,"A nurse is caring for a patient with diabetes who is receiving insulin therapy. The patient reports feeling shaky and dizzy, and a blood glucose check reveals a level of 2.5 mmol/L (45 mg/dL). What is the nurse’s first action?",Administer fast-acting carbohydrate as per hospital policy.,Correct – immediate treatment with glucose/juice.,Administer long-acting insulin,Dangerous; worsens hypoglycemia.,Encourage sleep,Unsafe delay.,,,A,"The patient’s symptoms of shakiness and dizziness, along with a blood glucose level of 2.5 mmol/L (45 mg/dL), indicate hypoglycemia, a medical emergency requiring immediate intervention. According to evidence-based guidelines, such as those from the American Diabetes Association (ADA), the first action for treating hypoglycemia in a conscious patient is to administer 15–20 grams of a fast-acting carbohydrate (e.g., 4 oz of juice, glucose tablets, or gel).",,MED,Medicine,Hard,,GP-F-I3,GP-F-T5
,GP-S5-48,Disaster triage after building collapse—who gets priority?,Child with minor head wound,Minor; not priority.,Person with bleeding leg who can respond verbally,Correct – salvageable with urgent care.,Unconscious without a pulse,Black tag (expectant); not priority.,,,B,Prioritize those with life-threatening but treatable injuries.,,FUND,Fundamentals,Hard,,GP-F-I3,GP-F-T5
,GP-S5-49,Most accurate way to measure core body temperature:,Oral,Less accurate with mouth breathing/fever.,Rectal,Correct – closest to core temperature.,Axillary,Least accurate; environment dependent.,,,B,Rectal temp best reflects true core temperature.,,FUND,Fundamentals,Easy,,GP-F-I3,GP-F-T5
,GP-S5-50,"Postpartum mother anxious, crying, poor sleep. Most likely:",Postpartum blues,Correct – transient mood changes in first 2 weeks.,Hypoglycemia,Not typical presentation.,Euphoria,Opposite of findings.,,,A,"Postpartum blues are common, mild, and self-limiting with support.",,MID,Midwifery,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-51,A nurse suspects tuberculosis. Priority action?,Initiate airborne isolation with N95,Correct – TB spreads via airborne route.,Start IV antibiotics immediately,Requires orders; infection control first.,Provide extra blankets,"Comfort measure, not priority.",,,A,First duty is to prevent transmission while awaiting confirmation.,,PHN,Public/community health,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-52,"On haloperidol, patient develops rigidity, fever, confusion. Suspect:",Neuroleptic Malignant Syndrome,Correct – life-threatening antipsychotic reaction.,Serotonin syndrome,Usually with SSRIs; hyperreflexia/clonus.,Malignant hyperthermia,"Triggered by anesthesia, not haloperidol.",,,A,"NMS = rigidity, hyperthermia, autonomic instability; urgent care needed.",,MHN,Mental Health,Hard,,GP-F-I3,GP-F-T5
,GP-S5-53,Best prevention of CAUTI?,Sterile insertion and timely removal,Correct – proven to reduce CAUTI risk.,Daily catheter irrigation,Increases infection risk unless ordered.,Keep bag at bed level,Wrong – must be below bladder to prevent backflow.,,,A,Asepsis + minimal duration are the strongest CAUTI controls.,,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-54,Why reduce salt in hypertension?,Sodium increases blood volume and BP,Correct – worsens hypertension via fluid retention.,Salt reduces clotting time,Not relevant to BP.,Salt boosts immunity,No BP benefit.,,,A,Sodium restriction is core lifestyle therapy for HTN.,,MED,Medicine,Easy,,GP-F-I3,GP-F-T5
,GP-S5-55,4-year-old with barking cough & inspiratory stridor:,Croup (LTB),Correct – classic viral croup features.,Asthma,Wheeze predominates; no barking cough/stridor.,Pneumonia,Cough/fever without typical stridor.,,,A,"Laryngeal swelling → barking cough, stridor, hoarseness in croup.",,PEDS,Paediatrics,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-56,"Postpartum heavy bleeding, soft boggy uterus:",Uterine atony,Correct – leading cause of PPH.,Cervical tear,Uterus usually firm; bleeding persists.,Retained placenta,Often firm uterus with tissue fragments.,,,A,Failure of uterine contraction leads to hemorrhage.,,MID,Midwifery,Hard,,GP-F-I3,GP-F-T5
,GP-S5-57,Potassium 6.5 mmol/L—expected ECG change?,"Tall, peaked T waves",Correct – hallmark of hyperkalemia.,U waves,Hypokalemia finding.,Prolonged QT,More with hypocalcemia.,,,A,"Hyperkalemia: tall T, widened QRS, sine-wave risk.",,MED,Medicine,Hard,,GP-F-I3,GP-F-T5
,GP-S5-58,Safest IM site in infants <1 year:,Vastus lateralis (anterolateral thigh),Correct – adequate mass; avoids major nerves.,Deltoid,Too small for infants.,Dorsogluteal,Sciatic nerve risk.,,,A,Vastus lateralis is the preferred infant IM site.,,PEDS,Paediatrics,Easy,,GP-F-I3,GP-F-T5
,GP-S5-59,Immediate complication risk after severe burns:,Hypovolemic shock,Correct – massive plasma loss through capillaries.,Kidney stones,Not immediate.,Pneumonia,Later risk; not the first concern.,,,A,Fluid shift causes early shock; requires rapid resuscitation.,,SURG,Surgery,Hard,,GP-F-I3,GP-F-T5
,GP-S5-60,Statement showing correct T2DM understanding:,“I must monitor my sugar and maintain diet and exercise.”,Correct – lifestyle + monitoring are essential.,“I only need insulin when I feel weak.”,Incorrect – therapy isn’t symptom-based.,“I can stop treatment once I feel better.”,Incorrect – requires lifelong management.,,,A,"Diabetes care hinges on monitoring, lifestyle, and adherence to therapy.",,MED,Medicine,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-61,"During assessment, a nurse notes unequal pupils after head injury. What should the nurse do first?",Apply cold compress,Incorrect – does not address possible raised ICP.,Notify the physician immediately,Correct – unequal pupils suggest rising ICP and  need urgent neuro review.,Measure BP again,"May help, but neurological signs take precedence.",,,B,Unequal pupils are a neurological emergency and may indicate brain herniation; immediate notification is critical.,,MED,Medicine,Hard,,GP-F-I3,GP-F-T5
,GP-S5-62,"A terminally ill patient says, “I’m not ready to die.” What’s the most therapeutic response?",“Don’t think like that.”,"Dismissive, blocks communication.",“Can you tell me more about how you’re feeling?”,"Correct – open-ended, empathetic.",“Everyone dies one day.”,Minimises patient’s feelings.,,,B,Empathy and therapeutic communication support emotional expression and dignity.,,MHN,Mental Health,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-63,Best strategy to avoid needle-stick injuries?,Recap needles after use,Unsafe; increases risk of pricks.,Use safety devices and proper disposal,Correct – engineered sharps containers and safety syringes reduce accidents.,Dispose in regular trash,"Extremely unsafe, spreads infection.",,,B,Safe disposal and use of safety devices are the gold standard.,,FUND,Fundamentals,Easy,,GP-F-I3,GP-F-T5
,GP-S5-64,Most important intervention to prevent aspiration pneumonia in bedridden patients?,Encourage deep breathing,"Helps lungs, but not aspiration prevention.",Elevate head of bed during and after feeding,Correct – positioning is key to prevent aspiration.,Use suction regularly,"Helpful if secretions, but not primary prevention.",,,B,"Upright feeding prevents food/liquid entry into airway, reducing aspiration risk.",,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-65,"Toddler with round burn on buttocks, unclear caregiver story. Nurse’s action?",Treat and discharge,Unsafe – possible abuse ignored.,Report suspicion of abuse to protection services,Correct – mandated to report suspected abuse.,Give only pain relief,Inadequate and unethical.,,,B,Nurses are mandated reporters; unexplained injuries must be escalated.,,ETH,Ethics,Hard,,GP-F-I3,GP-F-T5
,GP-S5-66,Normal respiratory rate for a healthy adult at rest?,6–10 breaths/min,"Too low, indicates hypoventilation.",12–20 breaths/min,Correct – normal resting adult range.,21–30 breaths/min,"Too high, indicates tachypnea.",,,B,Normal adult respiration is 12–20 per minute.,,FUND,Fundamentals,Easy,,GP-F-I3,GP-F-T5
,GP-S5-67,Most effective nursing action during a fire outbreak?,Save medical records,Not priority; patient safety comes first.,"Evacuate ambulatory patients first, then assist others",Correct – follows RACE protocol prioritising safe evacuation.,Attempt to extinguish fire alone,Unsafe; could worsen hazard.,,,B,Nurse’s duty is patient rescue and safety before documentation.,,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-68,Hypertensive patient unconscious with slurred speech. Likely cause?,Hypoglycemia,Possible but less likely here.,Stroke,Correct – hypertension is major risk factor; slurred speech indicates stroke.,Fever,Does not explain sudden neuro signs.,,,B,Sudden neuro deficits in hypertensive patient strongly suggest stroke.,,MED,Medicine,Hard,,GP-F-I3,GP-F-T5
,GP-S5-69,Which immunity is acquired through vaccination?,Artificial active immunity,Correct – vaccine triggers immune response.,Natural passive immunity,Occurs via maternal antibodies.,Natural active immunity,Acquired by surviving infection.,,,A,Vaccines stimulate antibody production without causing disease.,,PHN,Public/community health,Easy,,GP-F-I3,GP-F-T5
,GP-S5-70,Priority action before blood transfusion?,Warming the blood,Only needed in special cases.,Verify patient ID and blood group match,Correct – mismatched transfusions are fatal.,Checking temperature,Important baseline but not the priority.,,,B,Verification of identity and compatibility prevents transfusion reactions.,,FUND,Fundamentals,Hard,,GP-F-I3,GP-F-T5
,GP-S5-71,Electrolyte imbalance most linked to cardiac arrhythmias?,Potassium imbalance,Correct – affects cardiac conduction; both hypo- and hyper-K⁺ are dangerous.,Sodium imbalance,"More linked to fluid shifts, less directly arrhythmogenic.",Chloride imbalance,Rarely causes arrhythmias.,,,A,Potassium strongly influences repolarisation and rhythm stability.,,MED,Medicine,Hard,,GP-F-I3,GP-F-T5
